battery,cycle_index,type,ambient_temperature,time,sense_current_mean,battery_current_mean,current_ratio_mean,battery_impedance_mean,Re,Rct
B0005,354,impedance,24,[2008.       5.      11.      21.      15.      14.843],848.300308726862,314.9722959708992,2.7684835424938004,0.2234089049419117,0.0585398872773731,0.0825995740858869
B0005,356,impedance,24,[2008.       5.      11.      22.      38.      57.843],845.0644857188172,317.98134359200134,2.737199139595269,0.2197299877060493,0.0568695950036647,0.0785197111729298
B0005,358,impedance,24,[2.008e+03 5.000e+00 1.200e+01 2.000e+00 5.000e+00 7.030e-01],848.8716460975479,313.9766202980257,2.781451435076818,0.2249089101979343,0.0576100022715738,0.0836176940705274
B0005,360,impedance,24,[2008.       5.      12.       3.      28.      34.484],845.5434999701366,317.8047565547476,2.736528617407007,0.2198640410883881,0.0575892775490864,0.0785848385140241
B0005,362,impedance,24,[2008.       5.      12.      12.      24.      36.453],848.8882082505553,314.10252681577373,2.7793380285364147,0.2246263583348224,0.0568774408378622,0.0845362995717969
B0005,364,impedance,24,[2008.      5.     12.     13.     48.     19.89],845.3327960227467,317.3912330119223,2.742632220840728,0.2205183598653397,0.058412257957184,0.0781662290360033
B0005,367,impedance,24,[2008.       5.      12.      19.      51.      52.953],845.6854980334365,317.2281791506552,2.74411492660631,0.2207215545139809,0.0589828557974607,0.0784086979147182
B0005,369,impedance,24,[2008.       5.      12.      23.      21.      19.078],848.6806279120052,313.9923466686918,2.7781919492743667,0.2247234573680365,0.0601978908480714,0.0837734664524804
B0005,371,impedance,24,[2008.      5.     13.      0.     44.     53.25],845.7098427195275,317.1121510875971,2.7462761233045296,0.2208802101401859,0.0584328149625365,0.0787861210634423
B0005,373,impedance,24,[2008.      5.     13.      4.      3.     26.64],849.6639458543723,313.31631888380235,2.786983233059454,0.2256813670635629,0.0598835241626575,0.0836115676360818
B0005,375,impedance,24,[2008.       5.      13.       5.      26.      51.781],848.0647704229732,314.97446184676005,2.7721232043596675,0.2238418273509233,0.0608167592956564,0.080383887783223
B0005,377,impedance,24,[2008.      5.     13.      8.     52.      5.89],849.4205516464335,313.5530366102809,2.78395877849418,0.2253145128988905,0.0588751204970558,0.0837056242203838
B0005,379,impedance,24,[2008.       5.      13.      10.      15.       2.906],846.2053485579858,317.03975594781133,2.747124364244064,0.2211097198595698,0.058641305762534,0.0785632759961348
B0005,381,impedance,24,[2008.       5.      13.      13.      48.      25.875],849.362152664743,313.3712433350356,2.787949732623556,0.2257791815810972,0.0584451859295269,0.0843513765148262
B0005,383,impedance,24,[2008.       5.      13.      15.      11.      42.234],846.7351877813022,316.0881322359862,2.757083819664061,0.2221085734885328,0.0592571128269388,0.0800274325258343
B0005,385,impedance,24,[2008.       5.      13.      18.      32.      21.281],849.033001835419,313.552190483685,2.784527861249952,0.2254465122181458,0.0605512105499778,0.0832805147674182
B0005,387,impedance,24,[2008.       5.      13.      19.      55.      29.859],846.0403594261705,316.6010953709474,2.7511374222380502,0.2215232118937232,0.0587780177142386,0.0791833754695021
B0005,389,impedance,24,[2008.       5.      13.      23.      27.      26.625],849.0279956600052,313.8727916921682,2.779795171553951,0.224837472195325,0.0599502558921759,0.0831904359131708
B0005,391,impedance,24,[2008.      5.     14.      0.     50.     35.39],846.1426301113343,316.9292945006038,2.7496088538705883,0.2211888329222869,0.0583522776975031,0.0796471041873536
B0005,393,impedance,24,[2008.       5.      14.       4.      23.      57.968],849.4042741410836,313.6017895376252,2.782860918292286,0.2251265541909077,0.0595650130368422,0.0848701138092932
B0005,395,impedance,24,[2008.       5.      14.       5.      46.      58.078],846.4076673050153,316.72138519150127,2.748861194489836,0.2213487397436619,0.0589381873175043,0.0795379206555901
B0005,397,impedance,24,[2008    5   14    9   20   22],849.7307480347272,313.2305845836166,2.787745992899674,0.2258388001754875,0.05985334901025,0.0847391766373357
B0005,399,impedance,24,[2008.       5.      14.      10.      43.      12.953],846.2100631106478,316.84897868090496,2.749940227346904,0.2212824181008184,0.0584896827626018,0.0796437054686623
B0005,401,impedance,24,[2008.      5.     14.     14.      3.     22.75],849.9300544579736,312.795958192376,2.7927506321439672,0.2262705132334912,0.0587454802930831,0.0871172135034907
B0005,403,impedance,24,[2008.       5.      14.      15.      26.      13.546],846.6492039289391,316.1684882503757,2.757076366321088,0.2221209317468965,0.061340607558881,0.0773366502429688
B0005,405,impedance,24,[2008.      5.     14.     18.     59.     38.89],849.9894170387819,312.7975167999676,2.793170428508398,0.2261598509281882,0.0608376708448938,0.0849090277748801
B0005,407,impedance,24,[2008.      5.     14.     20.     22.     30.64],846.9080337623205,316.14704303603963,2.7568267252026266,0.222081705150331,0.0583427179433439,0.0799424615933393
B0005,409,impedance,24,[2008.       5.      14.      23.      55.      55.406],849.9175998137979,312.70151265998885,2.794691650222468,0.2263393049996974,0.0599376278681594,0.0847995018360561
B0005,411,impedance,24,[2.008e+03 5.000e+00 1.500e+01 1.000e+00 1.800e+01 3.789e+01],846.7561440987071,316.3723177528531,2.754860404857751,0.2218618651619312,0.0597953422651675,0.0796468273470384
B0005,413,impedance,24,[2008.       5.      15.       4.      52.       4.609],850.2466912455608,312.5202910140252,2.795074425228273,0.2265588882659048,0.0595958869181685,0.0851877517168028
B0005,415,impedance,24,[2008.       5.      15.       6.      14.      38.093],846.9959032337015,315.8770905528775,2.760944793140833,0.2225377460600968,0.0592039819796605,0.0800718110518393
B0005,417,impedance,24,[2008.       5.      15.       9.      48.       3.453],850.5200392091583,312.1950510199115,2.7995591009468144,0.2270829744133651,0.0584007435193973,0.086329382369691
B0005,419,impedance,24,[2008.       5.      15.      11.      10.      28.328],847.8313429979418,315.3839026074084,2.7667184167596437,0.2232743180461169,0.0613438943933263,0.0798929054274616
B0005,421,impedance,24,[2008.       5.      15.      14.      38.      58.781],850.6173103075192,312.2985511115282,2.7983074355944506,0.2269831101782146,0.0626050644034527,0.0850211189952597
B0005,423,impedance,24,[2.008e+03 5.000e+00 1.500e+01 1.600e+01 1.000e+00 2.339e+01],847.0615189357808,315.64762075033053,2.763068329222165,0.2227550839396528,0.0588198618845754,0.0791485479846983
B0005,425,impedance,24,[2008.       5.      15.      19.      24.      46.593],850.3759399812602,312.22004124568184,2.799361756576088,0.2270248839557916,0.0611519539173246,0.0848557762027261
B0005,427,impedance,24,[2008.       5.      15.      20.      47.      12.406],847.3659500300884,315.7039949970238,2.7619944634708866,0.2228022336105029,0.0604624618991758,0.0809266835646679
B0005,429,impedance,24,[2008.       5.      16.       0.       9.      33.937],850.2691081135168,312.8045306853792,2.7916168943465887,0.2262107220824723,0.0596306011999845,0.0850345675980089
B0005,433,impedance,24,[2008.       5.      16.      22.      28.      31.078],847.8405435896599,315.1880888229146,2.770049861051392,0.2236791858490414,0.0616073856822591,0.080201275049143
B0005,435,impedance,24,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 0.0000e+00 1.2656e+01],851.0953047013969,311.3830252402087,2.812107772832132,0.2284383810342071,0.060986669920577,0.0858397688242258
B0005,437,impedance,24,[2008.       5.      17.       3.      22.      47.796],848.4667536290603,314.77770238384784,2.776724524406333,0.2243496316177151,0.0608027017838498,0.0818525572709485
B0005,439,impedance,24,[2008.       5.      17.       6.      53.      18.328],851.3019068174627,311.83236016026484,2.8051627204561487,0.2277213878706978,0.0610042570410988,0.0858843611487287
B0005,441,impedance,24,[2008.       5.      17.       8.      15.      45.265],849.0117795177504,313.9922336283819,2.7836014487212584,0.2253885764817073,0.061470756141698,0.0817075215636596
B0005,443,impedance,24,[2008.       5.      17.      11.      49.      14.296],852.2468164519956,310.2930598834885,2.824439896023371,0.2298480024661584,0.0623291478272736,0.0882216113892046
B0005,445,impedance,24,[2008.       5.      17.      13.      11.      30.687],848.9894217176115,314.02394061433216,2.7836531624233274,0.2252149724114339,0.0621410395185087,0.0817709914625596
B0005,447,impedance,24,[2008.       5.      17.      16.      43.      35.437],852.3274198735853,310.53981647027126,2.8227716195999197,0.2296531312864909,0.0615027627885515,0.0872699062901812
B0005,449,impedance,24,[2008.       5.      17.      18.       5.      53.796],848.9053398599085,314.10450187568546,2.781076481036184,0.2251035699577142,0.0596311497998398,0.0825760057270749
B0005,451,impedance,24,[2008.       5.      17.      21.      38.      49.296],852.1581929159192,310.70201928303663,2.820092353779605,0.2293738354036568,0.0614190799483374,0.0872037829252581
B0005,453,impedance,24,[2008.       5.      17.      23.       0.      48.453],849.0313756571304,313.86356664624054,2.783840029138242,0.2252280859087377,0.0610835125517299,0.0823999475840748
B0005,455,impedance,24,[2.0080e+03 5.0000e+00 1.8000e+01 2.0000e+00 3.3000e+01 1.7109e+01],852.3304942224286,310.94488517364806,2.816918095167464,0.2287432624093119,0.0612166514530719,0.0872819262712242
B0005,457,impedance,24,[2008.       5.      18.       3.      55.      17.546],848.9967982403147,313.9757145325231,2.7836061187038204,0.2252379082717633,0.0614838739971428,0.0826957971668608
B0005,459,impedance,24,[2008    5   18    7   28   48],852.7999814398287,310.3380253296529,2.82457112785803,0.2298071247083936,0.062704070176938,0.0867911180985442
B0005,461,impedance,24,[2008.       5.      18.       8.      50.      48.718],849.4688702732059,313.59266010270926,2.7890555949683744,0.2258293157034331,0.0617088861822979,0.083291697488554
B0005,463,impedance,24,[2008    5   18   12   12   46],852.7375955457668,310.32290101645214,2.8219700343858194,0.2296745906880173,0.0617261358358741,0.0883779260119075
B0005,465,impedance,24,[2008.       5.      18.      13.      34.      37.281],849.2730179931135,313.64722081154304,2.7871228817458955,0.2254774274877138,0.0608888989974135,0.0831103831068501
B0005,467,impedance,24,[2008.       5.      18.      17.       4.      27.234],852.4620778276845,310.51729926793774,2.819022756603484,0.2292988445726085,0.0618522370349969,0.0869792218467831
B0005,469,impedance,24,[2008.       5.      18.      18.      26.      10.015],849.6191953583296,313.48525127005905,2.787389289877272,0.2257400028588222,0.0610674345854302,0.0837543520358781
B0005,471,impedance,24,[2008.       5.      18.      21.      59.      40.796],853.3452019814886,309.4770485561825,2.831203473600181,0.2308122188204357,0.0631035810265918,0.088522345692425
B0005,473,impedance,24,[2008.       5.      18.      23.      21.      28.437],849.0784348219532,313.7754799565035,2.786319931309949,0.225655573016181,0.0608444500468935,0.0830822553741714
B0005,475,impedance,24,[2.008e+03 5.000e+00 1.900e+01 2.000e+00 5.500e+01 2.843e+00],852.8419227007477,309.75319409216854,2.8314334453611587,0.2306101157003532,0.0622874606045726,0.0892308757094791
B0005,477,impedance,24,[2008.       5.      19.       4.      16.      50.453],851.0071905221922,312.059015456729,2.803518414600862,0.2278150541485883,0.0635159491606317,0.0841181643319845
B0005,479,impedance,24,[2008.       5.      19.       7.      49.      12.843],852.8811938720811,309.9732022160286,2.8266520936356856,0.2301192139446131,0.0627054989316699,0.0883872445764871
B0005,485,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 6.0000e+00 3.2234e+01],842.2615951927613,320.79631972142164,2.7043367370248568,0.2157915797721683,0.056098763360757,0.0751803131352498
B0005,487,impedance,24,[2008    5   20    5   40    3],845.5178013929713,317.8786797607173,2.734487718657645,0.2193508920563354,0.0532863816225583,0.0815685656842147
B0005,489,impedance,24,[2.008e+03 5.000e+00 2.000e+01 7.000e+00 1.000e+00 4.739e+01],842.2492127330858,320.901430177126,2.7024917604947194,0.2156154473335318,0.0543877753861583,0.0760419231865449
B0005,491,impedance,24,[2008.       5.      20.      10.      35.      19.875],846.1829598034919,316.6221993411047,2.74656235580888,0.2208383633107132,0.0529314747404537,0.0827569341149588
B0005,493,impedance,24,[2008.       5.      20.      11.      56.      55.343],842.5452585181101,320.7640524099746,2.7046881097252347,0.2159296765078847,0.0544764766226083,0.076731405470294
B0005,495,impedance,24,[2008.       5.      20.      15.      25.      23.625],846.2709515530141,316.44519711792367,2.7497721255360825,0.2211867204820158,0.0558892929774587,0.0822632105400608
B0005,497,impedance,24,[2008.       5.      20.      16.      46.      59.765],842.6262858472572,320.2674196090054,2.7090759937053264,0.2163774464889273,0.0559960790318425,0.0765144084909361
B0005,499,impedance,24,[2008.       5.      20.      20.      18.      35.187],846.2460746443472,316.7190029807076,2.7461531583729117,0.2207425891340362,0.058417783681159,0.0802980949053397
B0005,501,impedance,24,[2008.       5.      20.      21.      40.      11.843],842.4033467451785,320.6652612047501,2.704040959445824,0.2158723287954151,0.0522799658181192,0.0748661512325851
B0005,503,impedance,24,[2.008e+03 5.000e+00 2.100e+01 1.000e+00 7.000e+00 3.514e+01],846.4616780193952,316.391858394423,2.7501026716985444,0.2213161436392423,0.0564114331702625,0.0819223123309917
B0005,505,impedance,24,[2.008e+03 5.000e+00 2.100e+01 2.000e+00 2.900e+01 2.656e+00],842.704592789691,320.7797465964161,2.702221794441702,0.21579407926501,0.0535080453129486,0.0761041943808202
B0005,507,impedance,24,[2008    5   21    5   52   23],846.4386975677029,316.34928592240294,2.75281936364953,0.2213987183554946,0.0556801596408686,0.0817739908657299
B0005,509,impedance,24,[2008.      5.     21.      7.     13.     41.25],842.9639477520936,320.2668290545049,2.711348490459645,0.2166340145861286,0.0538928061839937,0.077783095605788
B0005,511,impedance,24,[2.008e+03 5.000e+00 2.100e+01 1.000e+01 4.600e+01 1.953e+00],847.2025711327655,316.0272550558691,2.7535066776535966,0.2215334466217157,0.0562102576035285,0.0832806716843878
B0005,513,impedance,24,[2008.       5.      21.      12.       7.      20.984],843.046494376444,320.0213101232176,2.7118223048629173,0.2167540234151791,0.0550026125417602,0.0770552542641119
B0005,515,impedance,24,[2008.       5.      21.      15.      38.      16.546],846.7683560904565,316.34110249988777,2.752328017736998,0.2214703860690845,0.0557945214118623,0.0829501208969064
B0005,517,impedance,24,[2008.      5.     21.     16.     59.     36.14],843.0231999793532,319.96021647803786,2.713870728573866,0.2169297075598627,0.0554779369160649,0.0770016735510511
B0005,519,impedance,24,[2008.       5.      21.      20.      30.       5.343],846.8445299183599,316.054570758969,2.755997631105304,0.2218845768250923,0.0577997146659989,0.0819030322921605
B0005,521,impedance,24,[2008.       5.      21.      21.      51.      16.781],843.0493422849335,320.17894968716627,2.709574533916769,0.2166331499421291,0.0551315981621806,0.0770556564481534
B0005,523,impedance,24,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 1.0000e+01 5.4593e+01],847.0107620444677,316.08156703543807,2.753916613008045,0.2216966024479561,0.0557752947285812,0.0829467411842261
B0005,525,impedance,24,[2.008e+03 5.000e+00 2.200e+01 2.000e+00 3.200e+01 6.250e+00],843.4780212352034,319.7621462731843,2.713019115150496,0.2169290083856031,0.0558114389603303,0.0765519381759145
B0005,527,impedance,24,[2008.       5.      22.       6.       0.      35.953],847.5006644379479,316.06256570095275,2.753185562573545,0.2216719850338541,0.0565593913134022,0.0823749011789342
B0005,529,impedance,24,[2008.       5.      22.       7.      21.      37.921],843.6299949126866,319.58832662883674,2.71750265908254,0.2172569960349926,0.0551733907076003,0.0773022390461144
B0005,531,impedance,24,[2008.       5.      22.      10.      51.      17.265],847.2106487925554,315.3334489349406,2.7621745140531035,0.2224342864398758,0.0533442468786474,0.0844856223082752
B0005,533,impedance,24,[2008.       5.      22.      12.      12.      19.453],844.3124096671286,318.6522215523834,2.726917610124488,0.2184944808494409,0.0562033827658035,0.0784357489585933
B0005,535,impedance,24,[2008.       5.      22.      15.      45.      53.515],847.3350046628351,315.4213868505328,2.761610136508558,0.2224805907842266,0.0562624789782491,0.0830662312193171
B0005,537,impedance,24,[2008.       5.      22.      17.       6.      57.515],843.8985823994223,318.839458416126,2.7241327595163547,0.2181815217547999,0.0541228487641692,0.078534390669906
B0005,539,impedance,24,[2008.       5.      22.      20.      27.      44.765],847.4360933617166,315.4360650775615,2.761101677593359,0.2225963546888714,0.0533942499874629,0.0833563552790388
B0005,541,impedance,24,[2008.       5.      22.      21.      48.      39.015],843.7861588847982,319.2257869254534,2.720767500315016,0.2178618773206014,0.0554582382488268,0.0786606937217423
B0005,543,impedance,24,[2008.       5.      23.      11.      41.      10.187],850.44788219252,312.1337380191365,2.798891096955046,0.2268354930056691,0.0585452523507112,0.0883688518598075
B0005,545,impedance,24,[2.0080e+03 5.0000e+00 2.3000e+01 1.3000e+01 2.0000e+00 1.5484e+01],846.2751931180679,316.5899958131538,2.750139526006624,0.2213105544646996,0.0578494172996275,0.0807877386784969
B0005,548,impedance,24,[2008.       5.      23.      21.       3.      54.921],846.8853143271525,316.26208912317026,2.7545694140134214,0.2218921093684759,0.0586149960845794,0.0815465143150512
B0005,550,impedance,24,[2008.       5.      24.       0.      37.      15.656],850.2449509555418,312.49832051554154,2.7955872646401523,0.2263680380648572,0.0614238568689426,0.0849639039583958
B0005,552,impedance,24,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 5.8000e+01 2.8718e+01],846.4911664004343,316.3412257020672,2.7544397048393594,0.2219191905957052,0.0551459068450945,0.0813192213089552
B0005,554,impedance,24,[2008.       5.      24.       5.      28.      14.078],850.3592276958021,312.36257287230904,2.799202383810256,0.2269374279202711,0.0595233803017997,0.0872083312129923
B0005,556,impedance,24,[2008.       5.      24.       6.      49.      19.062],847.745978215965,315.2881922543248,2.764625615201364,0.2230875787001548,0.0603952185069324,0.0811864906463204
B0005,558,impedance,24,[2008.       5.      24.      10.      10.      44.312],850.8810779353956,311.9314043069721,2.8026147341657257,0.2272305881157284,0.0592615908588067,0.0877786866945486
B0005,560,impedance,24,[2008.       5.      24.      11.      31.      49.718],847.465071050643,315.3640368138788,2.764470527794204,0.2229787498801333,0.0583733215181787,0.0816868861335481
B0005,562,impedance,24,[2008.       5.      24.      14.      59.       4.171],850.736980523492,311.8337104090962,2.801094017729825,0.227168946239192,0.0595237845894433,0.0884300775522404
B0005,564,impedance,24,[2.008e+03 5.000e+00 2.400e+01 1.600e+01 2.000e+01 1.515e+00],847.1733478426437,315.6335072453123,2.7611854379413896,0.2225964889538814,0.0589153175300952,0.0824288897344761
B0005,566,impedance,24,[2008.       5.      24.      19.      49.       7.109],850.5353649890479,312.01454078435825,2.8010041483523094,0.2269027188156729,0.0596766481170581,0.0858437497371109
B0005,568,impedance,24,[2008.       5.      24.      21.      10.       4.265],847.0066915196522,315.81681930021614,2.7593936129577776,0.2224893158138023,0.0567930805598689,0.0827724195106258
B0005,570,impedance,24,[2008.      5.     25.      0.     34.     43.14],850.3659584741796,312.4696168656697,2.794081540191961,0.226526666521068,0.0597598846304888,0.0866248363959436
B0005,572,impedance,24,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 5.5000e+01 3.0531e+01],848.8121186281265,313.8895186480563,2.7820531647861864,0.2248757432781104,0.0615488024564626,0.0816665011580909
B0005,574,impedance,24,[2008.       5.      25.       5.      25.      11.093],850.553410637801,312.1856845909299,2.796760949541197,0.2265561913397732,0.0595025916574528,0.0863688291866818
B0005,576,impedance,24,[2008.       5.      25.       6.      45.      59.203],846.9486377240714,316.062853208251,2.754022237216405,0.2219763881682679,0.0581578571536546,0.0807663840903387
B0005,578,impedance,24,[2008.       5.      25.      10.      19.      30.093],851.2154153683517,311.441105333117,2.8055645459192977,0.2277450013799942,0.0595559805528939,0.0882183154162739
B0005,580,impedance,24,[2008.       5.      25.      11.      40.       9.609],847.2819689652015,315.456193674173,2.763847408614941,0.2229176387060162,0.0599824237438825,0.0804083760718141
B0005,582,impedance,24,[2.008e+03 5.000e+00 2.500e+01 1.500e+01 5.000e+00 1.687e+00],850.9744353650531,311.6799953725146,2.806634454223617,0.2276873456394583,0.0594913647911852,0.0887302979407742
B0005,584,impedance,24,[2008.      5.     25.     16.     25.     42.25],847.4430761311054,315.4542246629439,2.760928571038328,0.2226474803456096,0.0603212164966373,0.080340961111739
B0005,586,impedance,24,[2008.       5.      25.      19.      50.      54.953],851.0860660551549,311.48468508182594,2.8058857169520763,0.2276249543343314,0.0605211492470791,0.0875362397797066
B0005,588,impedance,24,[2008.       5.      25.      21.      11.      31.515],847.3494012588011,315.09173241563417,2.767491979370982,0.2232289774766821,0.0596068139816517,0.0821950835712786
B0005,590,impedance,24,[2008.       5.      26.       0.      40.      52.859],851.3226892698543,311.29049323424465,2.8086738117132426,0.2279732006301369,0.0598267789972628,0.0885380186023552
B0005,592,impedance,24,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 1.0000e+00 2.9328e+01],848.0275315977057,314.86560320125017,2.7721271896072737,0.2237576469473538,0.0611546713152681,0.0812995137183745
B0005,594,impedance,24,[2008.       5.      26.       5.      28.      58.109],851.1963078803427,311.55154275900924,2.8030101634239486,0.2272799049728469,0.0579443936914469,0.0889051987685422
B0005,596,impedance,24,[2008.       5.      26.       6.      49.      35.046],847.4236583510764,315.40628837729867,2.7619607099808587,0.2227983659660728,0.0549948345037044,0.083252512813617
B0005,598,impedance,24,[2008.       5.      26.      10.      12.      28.125],851.5570531482075,311.3932850422769,2.8111973236641337,0.2281137781362197,0.0617593122518427,0.0847212726764891
B0005,600,impedance,24,[2008.       5.      26.      11.      32.      56.968],847.8735549243341,315.22259971957766,2.765278541426216,0.2230128347180006,0.0584561293174277,0.0827019367389164
B0005,602,impedance,24,[2008.       5.      26.      14.      58.      33.218],851.1478186095651,311.7364355110835,2.806517711018636,0.227527545566764,0.0589890803958647,0.0857362189277121
B0005,604,impedance,24,[2008.       5.      26.      16.      19.       2.828],847.8021161237979,315.13483067490057,2.765346267938701,0.2233148526513338,0.0588008441939559,0.0823698343756594
B0005,606,impedance,24,[2008.       5.      26.      19.      48.      54.421],851.3006250443062,311.7507277111083,2.8032734638458088,0.2275124638983589,0.0576302972016358,0.0874238934793032
B0005,608,impedance,24,[2008.      5.     26.     21.      9.     22.89],847.549600525951,315.1063222696663,2.764983178820186,0.2231350380434282,0.058983889383344,0.0825221175510128
B0005,610,impedance,24,[2008.       5.      27.       0.      27.      55.562],851.2304275430721,311.679587472951,2.807343993397193,0.2276330902037099,0.0578237493933031,0.0897568704647984
B0005,614,impedance,24,[2008.      5.     27.     21.     34.     28.64],839.1988516521187,324.0596561447456,2.665704397353284,0.211310041767393,0.0500357319580317,0.0747923461368755
B0006,40,impedance,24,[2008.       4.      18.      20.      55.      29.859],812.3086227702124,353.12168210448,2.402107242381217,0.1908407684884916,0.0612335902100034,0.0785415394665875
B0006,42,impedance,24,[2008.       4.      18.      22.      39.      16.312],801.706706275004,334.6524509002458,2.5098831596055438,0.2519174811524204,0.0656168494638861,0.0886832084583472
B0006,44,impedance,24,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],811.4134324587261,353.8960720322957,2.3915241300711423,0.1877622570442385,0.06062991544979,0.0780240937829042
B0006,46,impedance,24,[2008.       4.      19.       3.      57.      24.187],801.9864924586585,339.2171846099181,2.427829999782482,0.2031242953577847,0.0626250732462495,0.0853372553147085
B0006,48,impedance,24,[2008.       4.      19.       7.      32.      33.656],812.663549041367,352.8994306413474,2.398016714393308,0.1844623487324668,0.0608598716542857,0.078402402030253
B0006,50,impedance,24,[2008.       4.      19.       9.      15.      10.453],811.412491854171,351.94216100305977,2.4137376208223973,0.2086697163497482,0.0622495710823437,0.0844084966382038
B0006,52,impedance,24,[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01],812.0985491797657,353.68246887751457,2.396848800721194,0.1847668560618844,0.0600645081818017,0.0780709338220486
B0006,54,impedance,24,[2008.       4.      19.      14.      28.      58.984],817.298393963341,348.3643331262302,2.437596306386974,0.1902927201434127,0.0622010238603739,0.0843708463839711
B0006,56,impedance,24,[2008.       4.      19.      18.      12.      47.531],814.8629258571015,351.049369148136,2.4100160583875208,0.1860019261505243,0.0591313085340746,0.0779557075787303
B0006,58,impedance,24,[2008.       4.      19.      19.      55.       5.296],799.443405246926,341.833876422573,2.4021223665045075,0.2025182886320466,0.0620735017548995,0.0838418603746595
B0006,60,impedance,24,[2008.       4.      19.      23.      27.      13.343],812.9835567386826,352.46979323428286,2.406168388382972,0.185674261240904,0.0605969875451187,0.0793818256613338
B0006,62,impedance,24,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01],799.0217281210512,341.9691503510798,2.4037057835424425,0.2034512562353429,0.0620059553592676,0.0824334688248624
B0006,64,impedance,24,[2008.       4.      20.       4.      39.      59.296],811.8614492361856,353.7497888721885,2.3945229390446325,0.1933030683838691,0.0604355089729667,0.0794940929426612
B0006,66,impedance,24,[2008.       4.      20.       6.      20.      57.125],800.79056983382,340.6048739606919,2.413115770575317,0.2033812141389831,0.0625181731066187,0.0841379066387299
B0006,68,impedance,24,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+01 1.0000e+00 4.6156e+01],812.501811190312,353.3008265415704,2.3969089912436656,0.185192457844118,0.0598822703747387,0.0787121835729847
B0006,70,impedance,24,[2008.       4.      20.      11.      42.      26.062],797.961309611405,343.15748163686726,2.390828070276736,0.2017958053067345,0.0609532705328723,0.082692886038967
B0006,72,impedance,24,[2008.      4.     20.     15.     22.     22.64],813.2577981827327,352.3351644429633,2.405767307364981,0.1869842615377275,0.0605872148226689,0.0798953392291199
B0006,74,impedance,24,[2.008e+03 4.000e+00 2.000e+01 1.700e+01 3.000e+00 1.140e+00],799.8468858133501,341.2860453060369,2.4106353289594566,0.2044068339245492,0.0623656407181244,0.0838905459318235
B0006,76,impedance,24,[2008.       4.      20.      20.      35.      56.187],812.4086745692163,352.8454997508011,2.4053294674871597,0.1957966846496366,0.0609083651903455,0.0797490751361702
B0006,78,impedance,24,[2008.       4.      20.      22.      16.      35.078],799.7936174248957,341.44634527068894,2.4086315763960577,0.2038393006444811,0.0623876560738503,0.0842744747657226
B0006,80,impedance,24,[2.0080e+03 4.0000e+00 2.1000e+01 2.0000e+00 0.0000e+00 1.9968e+01],816.2935208552684,349.2084021440605,2.428410585238329,0.1903727044918495,0.0603691524730691,0.0801450681587133
B0006,82,impedance,24,[2008.       4.      21.       3.      26.      58.453],816.5817355749692,347.4097759171091,2.450626894570785,0.1859029532770391,0.0620914468566786,0.0816430296477719
B0006,86,impedance,24,[2008.       4.      22.      16.      33.       3.953],817.8283597384919,348.0486866311203,2.4440304631890264,0.192133995852693,0.063565361566046,0.0815083438568061
B0006,88,impedance,24,[2008.       4.      22.      19.      54.      32.265],817.2833066349552,348.4996554141488,2.4354953381901265,0.1912010401198778,0.0623200318333744,0.0802116916237253
B0006,90,impedance,24,[2008.       4.      22.      21.      24.      34.484],817.6671767687167,348.2254469194229,2.439762861853803,0.191734137008321,0.0629416819377525,0.0819917256267003
B0006,92,impedance,24,[2008.       4.      23.       0.      46.      24.921],817.4555687023912,348.23066923147303,2.436756210363667,0.1914598842961709,0.0618912233003596,0.0812080578761546
B0006,94,impedance,24,[2.008e+03 4.000e+00 2.300e+01 2.000e+00 1.600e+01 8.578e+00],817.3484300334093,348.295077139204,2.4412890756720995,0.1917715674301273,0.0628654066217946,0.0814468267605238
B0006,96,impedance,24,[2008.      4.     23.      5.     46.     32.89],818.0882950824088,347.83238343404463,2.442180264051586,0.1921505594172846,0.0617164212906492,0.0815016521658017
B0006,98,impedance,24,[2008.       4.      23.       7.      16.       7.671],818.3586593436252,347.5808211169494,2.4459481208546165,0.1925090401881402,0.0629152463770514,0.0827711664214759
B0006,100,impedance,24,[2008.       4.      23.      10.      36.      13.156],817.8353068449511,347.6848414890549,2.444679811955444,0.1922860692695388,0.0619987848117648,0.0813876104403678
B0006,102,impedance,24,[2008.       4.      23.      12.       5.      30.437],818.477724887733,347.69253761997294,2.4439139236391783,0.1923700078390965,0.063077623330134,0.0828714690508149
B0006,104,impedance,24,[2008.       4.      23.      15.      34.      37.843],818.4314505116948,347.2950083495241,2.445719039774327,0.1926136002397865,0.0625040605488016,0.0816912469233858
